rb test      Unnamed: 0        date  waitroses_count
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           5911.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           5911.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           5911.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           5911.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           1934.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-01           1934.0
1             1  2016-07-25           3597.0
2             2  2016-07-24           1305.0
3             3  2016-07-23           3843.0
4             4  2016-07-22           1305.0
5             5  2016-07-20           1755.0
6             6  2016-07-15            703.0
7             7  2016-07-13            913.0
8             8  2016-07-12             82.0
9             9  2016-07-11            935.0
10           10  2016-07-10           1713.0
11           11  2016-07-09           1668.0
12           12  2016-07-08           1711.0
13           13  2016-07-07           1707.0
14           14  2016-07-06           1702.0
15           15  2016-07-05           1701.0
16           16  2016-07-04           1524.0
17           17  2016-07-03           1702.0
18           18  2016-07-02            973.0
19           19  2016-07-01           1394.0
20           20  2016-06-30           1459.0
21           21  2016-06-29           1397.0
22           22  2016-06-28           1463.0
23           23  2016-06-27           1459.0
24           24  2016-06-26           1468.0
25           25  2016-06-25           1469.0
26           26  2016-06-24           1465.0
27           27  2016-06-23           1308.0
28           28  2016-06-22           1458.0
29           29  2016-06-21           1446.0
..          ...         ...              ...
132         132  2014-05-23            473.0
133         133  2014-05-22            473.0
134         134  2014-05-21            450.0
135         135  2014-05-20            472.0
136         136  2014-05-19            472.0
137         137  2014-05-18            472.0
138         138  2014-05-17            472.0
139         139  2014-05-16            472.0
140         140  2014-05-15            472.0
141         141  2014-05-14            471.0
142         142  2014-05-12            472.0
143         143  2014-05-11            473.0
144         144  2014-05-10            473.0
145         145  2014-05-09            604.0
146         146  2014-05-08            604.0
147         147  2014-05-07            602.0
148         148  2014-05-06            602.0
149         149  2014-05-02            602.0
150         150  2014-05-01            600.0
151         151  2014-04-30            600.0
152         152  2014-04-28            578.0
153         153  2014-04-27            568.0
154         154  2014-04-26            580.0
155         155  2014-04-25            580.0
156         156  2014-04-24            586.0
157         157  2014-04-23            605.0
158         158  2014-04-22            653.0
159         159  2014-04-17            653.0
160         160  2014-04-16            651.0
161         161  2014-04-15            651.0

[162 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-02           2052.0
1             0  2016-08-01           1934.0
2             1  2016-07-25           3597.0
3             2  2016-07-24           1305.0
4             3  2016-07-23           3843.0
5             4  2016-07-22           1305.0
6             5  2016-07-20           1755.0
7             6  2016-07-15            703.0
8             7  2016-07-13            913.0
9             8  2016-07-12             82.0
10            9  2016-07-11            935.0
11           10  2016-07-10           1713.0
12           11  2016-07-09           1668.0
13           12  2016-07-08           1711.0
14           13  2016-07-07           1707.0
15           14  2016-07-06           1702.0
16           15  2016-07-05           1701.0
17           16  2016-07-04           1524.0
18           17  2016-07-03           1702.0
19           18  2016-07-02            973.0
20           19  2016-07-01           1394.0
21           20  2016-06-30           1459.0
22           21  2016-06-29           1397.0
23           22  2016-06-28           1463.0
24           23  2016-06-27           1459.0
25           24  2016-06-26           1468.0
26           25  2016-06-25           1469.0
27           26  2016-06-24           1465.0
28           27  2016-06-23           1308.0
29           28  2016-06-22           1458.0
..          ...         ...              ...
133         132  2014-05-23            473.0
134         133  2014-05-22            473.0
135         134  2014-05-21            450.0
136         135  2014-05-20            472.0
137         136  2014-05-19            472.0
138         137  2014-05-18            472.0
139         138  2014-05-17            472.0
140         139  2014-05-16            472.0
141         140  2014-05-15            472.0
142         141  2014-05-14            471.0
143         142  2014-05-12            472.0
144         143  2014-05-11            473.0
145         144  2014-05-10            473.0
146         145  2014-05-09            604.0
147         146  2014-05-08            604.0
148         147  2014-05-07            602.0
149         148  2014-05-06            602.0
150         149  2014-05-02            602.0
151         150  2014-05-01            600.0
152         151  2014-04-30            600.0
153         152  2014-04-28            578.0
154         153  2014-04-27            568.0
155         154  2014-04-26            580.0
156         155  2014-04-25            580.0
157         156  2014-04-24            586.0
158         157  2014-04-23            605.0
159         158  2014-04-22            653.0
160         159  2014-04-17            653.0
161         160  2014-04-16            651.0
162         161  2014-04-15            651.0

[163 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-02           2052.0
1             0  2016-08-01           1934.0
2             1  2016-07-25           3597.0
3             2  2016-07-24           1305.0
4             3  2016-07-23           3843.0
5             4  2016-07-22           1305.0
6             5  2016-07-20           1755.0
7             6  2016-07-15            703.0
8             7  2016-07-13            913.0
9             8  2016-07-12             82.0
10            9  2016-07-11            935.0
11           10  2016-07-10           1713.0
12           11  2016-07-09           1668.0
13           12  2016-07-08           1711.0
14           13  2016-07-07           1707.0
15           14  2016-07-06           1702.0
16           15  2016-07-05           1701.0
17           16  2016-07-04           1524.0
18           17  2016-07-03           1702.0
19           18  2016-07-02            973.0
20           19  2016-07-01           1394.0
21           20  2016-06-30           1459.0
22           21  2016-06-29           1397.0
23           22  2016-06-28           1463.0
24           23  2016-06-27           1459.0
25           24  2016-06-26           1468.0
26           25  2016-06-25           1469.0
27           26  2016-06-24           1465.0
28           27  2016-06-23           1308.0
29           28  2016-06-22           1458.0
..          ...         ...              ...
133         132  2014-05-23            473.0
134         133  2014-05-22            473.0
135         134  2014-05-21            450.0
136         135  2014-05-20            472.0
137         136  2014-05-19            472.0
138         137  2014-05-18            472.0
139         138  2014-05-17            472.0
140         139  2014-05-16            472.0
141         140  2014-05-15            472.0
142         141  2014-05-14            471.0
143         142  2014-05-12            472.0
144         143  2014-05-11            473.0
145         144  2014-05-10            473.0
146         145  2014-05-09            604.0
147         146  2014-05-08            604.0
148         147  2014-05-07            602.0
149         148  2014-05-06            602.0
150         149  2014-05-02            602.0
151         150  2014-05-01            600.0
152         151  2014-04-30            600.0
153         152  2014-04-28            578.0
154         153  2014-04-27            568.0
155         154  2014-04-26            580.0
156         155  2014-04-25            580.0
157         156  2014-04-24            586.0
158         157  2014-04-23            605.0
159         158  2014-04-22            653.0
160         159  2014-04-17            653.0
161         160  2014-04-16            651.0
162         161  2014-04-15            651.0

[163 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-03           1967.0
1             0  2016-08-02           2052.0
2             1  2016-08-01           1934.0
3             2  2016-07-25           3597.0
4             3  2016-07-24           1305.0
5             4  2016-07-23           3843.0
6             5  2016-07-22           1305.0
7             6  2016-07-20           1755.0
8             7  2016-07-15            703.0
9             8  2016-07-13            913.0
10            9  2016-07-12             82.0
11           10  2016-07-11            935.0
12           11  2016-07-10           1713.0
13           12  2016-07-09           1668.0
14           13  2016-07-08           1711.0
15           14  2016-07-07           1707.0
16           15  2016-07-06           1702.0
17           16  2016-07-05           1701.0
18           17  2016-07-04           1524.0
19           18  2016-07-03           1702.0
20           19  2016-07-02            973.0
21           20  2016-07-01           1394.0
22           21  2016-06-30           1459.0
23           22  2016-06-29           1397.0
24           23  2016-06-28           1463.0
25           24  2016-06-27           1459.0
26           25  2016-06-26           1468.0
27           26  2016-06-25           1469.0
28           27  2016-06-24           1465.0
29           28  2016-06-23           1308.0
..          ...         ...              ...
134         133  2014-05-23            473.0
135         134  2014-05-22            473.0
136         135  2014-05-21            450.0
137         136  2014-05-20            472.0
138         137  2014-05-19            472.0
139         138  2014-05-18            472.0
140         139  2014-05-17            472.0
141         140  2014-05-16            472.0
142         141  2014-05-15            472.0
143         142  2014-05-14            471.0
144         143  2014-05-12            472.0
145         144  2014-05-11            473.0
146         145  2014-05-10            473.0
147         146  2014-05-09            604.0
148         147  2014-05-08            604.0
149         148  2014-05-07            602.0
150         149  2014-05-06            602.0
151         150  2014-05-02            602.0
152         151  2014-05-01            600.0
153         152  2014-04-30            600.0
154         153  2014-04-28            578.0
155         154  2014-04-27            568.0
156         155  2014-04-26            580.0
157         156  2014-04-25            580.0
158         157  2014-04-24            586.0
159         158  2014-04-23            605.0
160         159  2014-04-22            653.0
161         160  2014-04-17            653.0
162         161  2014-04-16            651.0
163         162  2014-04-15            651.0

[164 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-03           1967.0
1             0  2016-08-02           2052.0
2             1  2016-08-01           1934.0
3             2  2016-07-25           3597.0
4             3  2016-07-24           1305.0
5             4  2016-07-23           3843.0
6             5  2016-07-22           1305.0
7             6  2016-07-20           1755.0
8             7  2016-07-15            703.0
9             8  2016-07-13            913.0
10            9  2016-07-12             82.0
11           10  2016-07-11            935.0
12           11  2016-07-10           1713.0
13           12  2016-07-09           1668.0
14           13  2016-07-08           1711.0
15           14  2016-07-07           1707.0
16           15  2016-07-06           1702.0
17           16  2016-07-05           1701.0
18           17  2016-07-04           1524.0
19           18  2016-07-03           1702.0
20           19  2016-07-02            973.0
21           20  2016-07-01           1394.0
22           21  2016-06-30           1459.0
23           22  2016-06-29           1397.0
24           23  2016-06-28           1463.0
25           24  2016-06-27           1459.0
26           25  2016-06-26           1468.0
27           26  2016-06-25           1469.0
28           27  2016-06-24           1465.0
29           28  2016-06-23           1308.0
..          ...         ...              ...
134         133  2014-05-23            473.0
135         134  2014-05-22            473.0
136         135  2014-05-21            450.0
137         136  2014-05-20            472.0
138         137  2014-05-19            472.0
139         138  2014-05-18            472.0
140         139  2014-05-17            472.0
141         140  2014-05-16            472.0
142         141  2014-05-15            472.0
143         142  2014-05-14            471.0
144         143  2014-05-12            472.0
145         144  2014-05-11            473.0
146         145  2014-05-10            473.0
147         146  2014-05-09            604.0
148         147  2014-05-08            604.0
149         148  2014-05-07            602.0
150         149  2014-05-06            602.0
151         150  2014-05-02            602.0
152         151  2014-05-01            600.0
153         152  2014-04-30            600.0
154         153  2014-04-28            578.0
155         154  2014-04-27            568.0
156         155  2014-04-26            580.0
157         156  2014-04-25            580.0
158         157  2014-04-24            586.0
159         158  2014-04-23            605.0
160         159  2014-04-22            653.0
161         160  2014-04-17            653.0
162         161  2014-04-16            651.0
163         162  2014-04-15            651.0

[164 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-04           2053.0
1             0  2016-08-03           1967.0
2             1  2016-08-02           2052.0
3             2  2016-08-01           1934.0
4             3  2016-07-25           3597.0
5             4  2016-07-24           1305.0
6             5  2016-07-23           3843.0
7             6  2016-07-22           1305.0
8             7  2016-07-20           1755.0
9             8  2016-07-15            703.0
10            9  2016-07-13            913.0
11           10  2016-07-12             82.0
12           11  2016-07-11            935.0
13           12  2016-07-10           1713.0
14           13  2016-07-09           1668.0
15           14  2016-07-08           1711.0
16           15  2016-07-07           1707.0
17           16  2016-07-06           1702.0
18           17  2016-07-05           1701.0
19           18  2016-07-04           1524.0
20           19  2016-07-03           1702.0
21           20  2016-07-02            973.0
22           21  2016-07-01           1394.0
23           22  2016-06-30           1459.0
24           23  2016-06-29           1397.0
25           24  2016-06-28           1463.0
26           25  2016-06-27           1459.0
27           26  2016-06-26           1468.0
28           27  2016-06-25           1469.0
29           28  2016-06-24           1465.0
..          ...         ...              ...
135         134  2014-05-23            473.0
136         135  2014-05-22            473.0
137         136  2014-05-21            450.0
138         137  2014-05-20            472.0
139         138  2014-05-19            472.0
140         139  2014-05-18            472.0
141         140  2014-05-17            472.0
142         141  2014-05-16            472.0
143         142  2014-05-15            472.0
144         143  2014-05-14            471.0
145         144  2014-05-12            472.0
146         145  2014-05-11            473.0
147         146  2014-05-10            473.0
148         147  2014-05-09            604.0
149         148  2014-05-08            604.0
150         149  2014-05-07            602.0
151         150  2014-05-06            602.0
152         151  2014-05-02            602.0
153         152  2014-05-01            600.0
154         153  2014-04-30            600.0
155         154  2014-04-28            578.0
156         155  2014-04-27            568.0
157         156  2014-04-26            580.0
158         157  2014-04-25            580.0
159         158  2014-04-24            586.0
160         159  2014-04-23            605.0
161         160  2014-04-22            653.0
162         161  2014-04-17            653.0
163         162  2014-04-16            651.0
164         163  2014-04-15            651.0

[165 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-05           1993.0
1             0  2016-08-04           2053.0
2             1  2016-08-03           1967.0
3             2  2016-08-02           2052.0
4             3  2016-08-01           1934.0
5             4  2016-07-25           3597.0
6             5  2016-07-24           1305.0
7             6  2016-07-23           3843.0
8             7  2016-07-22           1305.0
9             8  2016-07-20           1755.0
10            9  2016-07-15            703.0
11           10  2016-07-13            913.0
12           11  2016-07-12             82.0
13           12  2016-07-11            935.0
14           13  2016-07-10           1713.0
15           14  2016-07-09           1668.0
16           15  2016-07-08           1711.0
17           16  2016-07-07           1707.0
18           17  2016-07-06           1702.0
19           18  2016-07-05           1701.0
20           19  2016-07-04           1524.0
21           20  2016-07-03           1702.0
22           21  2016-07-02            973.0
23           22  2016-07-01           1394.0
24           23  2016-06-30           1459.0
25           24  2016-06-29           1397.0
26           25  2016-06-28           1463.0
27           26  2016-06-27           1459.0
28           27  2016-06-26           1468.0
29           28  2016-06-25           1469.0
..          ...         ...              ...
136         135  2014-05-23            473.0
137         136  2014-05-22            473.0
138         137  2014-05-21            450.0
139         138  2014-05-20            472.0
140         139  2014-05-19            472.0
141         140  2014-05-18            472.0
142         141  2014-05-17            472.0
143         142  2014-05-16            472.0
144         143  2014-05-15            472.0
145         144  2014-05-14            471.0
146         145  2014-05-12            472.0
147         146  2014-05-11            473.0
148         147  2014-05-10            473.0
149         148  2014-05-09            604.0
150         149  2014-05-08            604.0
151         150  2014-05-07            602.0
152         151  2014-05-06            602.0
153         152  2014-05-02            602.0
154         153  2014-05-01            600.0
155         154  2014-04-30            600.0
156         155  2014-04-28            578.0
157         156  2014-04-27            568.0
158         157  2014-04-26            580.0
159         158  2014-04-25            580.0
160         159  2014-04-24            586.0
161         160  2014-04-23            605.0
162         161  2014-04-22            653.0
163         162  2014-04-17            653.0
164         163  2014-04-16            651.0
165         164  2014-04-15            651.0

[166 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-06           2062.0
1             0  2016-08-05           1993.0
2             1  2016-08-04           2053.0
3             2  2016-08-03           1967.0
4             3  2016-08-02           2052.0
5             4  2016-08-01           1934.0
6             5  2016-07-25           3597.0
7             6  2016-07-24           1305.0
8             7  2016-07-23           3843.0
9             8  2016-07-22           1305.0
10            9  2016-07-20           1755.0
11           10  2016-07-15            703.0
12           11  2016-07-13            913.0
13           12  2016-07-12             82.0
14           13  2016-07-11            935.0
15           14  2016-07-10           1713.0
16           15  2016-07-09           1668.0
17           16  2016-07-08           1711.0
18           17  2016-07-07           1707.0
19           18  2016-07-06           1702.0
20           19  2016-07-05           1701.0
21           20  2016-07-04           1524.0
22           21  2016-07-03           1702.0
23           22  2016-07-02            973.0
24           23  2016-07-01           1394.0
25           24  2016-06-30           1459.0
26           25  2016-06-29           1397.0
27           26  2016-06-28           1463.0
28           27  2016-06-27           1459.0
29           28  2016-06-26           1468.0
..          ...         ...              ...
137         136  2014-05-23            473.0
138         137  2014-05-22            473.0
139         138  2014-05-21            450.0
140         139  2014-05-20            472.0
141         140  2014-05-19            472.0
142         141  2014-05-18            472.0
143         142  2014-05-17            472.0
144         143  2014-05-16            472.0
145         144  2014-05-15            472.0
146         145  2014-05-14            471.0
147         146  2014-05-12            472.0
148         147  2014-05-11            473.0
149         148  2014-05-10            473.0
150         149  2014-05-09            604.0
151         150  2014-05-08            604.0
152         151  2014-05-07            602.0
153         152  2014-05-06            602.0
154         153  2014-05-02            602.0
155         154  2014-05-01            600.0
156         155  2014-04-30            600.0
157         156  2014-04-28            578.0
158         157  2014-04-27            568.0
159         158  2014-04-26            580.0
160         159  2014-04-25            580.0
161         160  2014-04-24            586.0
162         161  2014-04-23            605.0
163         162  2014-04-22            653.0
164         163  2014-04-17            653.0
165         164  2014-04-16            651.0
166         165  2014-04-15            651.0

[167 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-08-07            103.0
1             0  2016-08-06           2062.0
2             1  2016-08-05           1993.0
3             2  2016-08-04           2053.0
4             3  2016-08-03           1967.0
5             4  2016-08-02           2052.0
6             5  2016-08-01           1934.0
7             6  2016-07-25           3597.0
8             7  2016-07-24           1305.0
9             8  2016-07-23           3843.0
10            9  2016-07-22           1305.0
11           10  2016-07-20           1755.0
12           11  2016-07-15            703.0
13           12  2016-07-13            913.0
14           13  2016-07-12             82.0
15           14  2016-07-11            935.0
16           15  2016-07-10           1713.0
17           16  2016-07-09           1668.0
18           17  2016-07-08           1711.0
19           18  2016-07-07           1707.0
20           19  2016-07-06           1702.0
21           20  2016-07-05           1701.0
22           21  2016-07-04           1524.0
23           22  2016-07-03           1702.0
24           23  2016-07-02            973.0
25           24  2016-07-01           1394.0
26           25  2016-06-30           1459.0
27           26  2016-06-29           1397.0
28           27  2016-06-28           1463.0
29           28  2016-06-27           1459.0
..          ...         ...              ...
138         137  2014-05-23            473.0
139         138  2014-05-22            473.0
140         139  2014-05-21            450.0
141         140  2014-05-20            472.0
142         141  2014-05-19            472.0
143         142  2014-05-18            472.0
144         143  2014-05-17            472.0
145         144  2014-05-16            472.0
146         145  2014-05-15            472.0
147         146  2014-05-14            471.0
148         147  2014-05-12            472.0
149         148  2014-05-11            473.0
150         149  2014-05-10            473.0
