rb test      Unnamed: 0        date  waitroses_count
9             8  2016-05-26            325.0
10            9  2016-05-25           1429.0
11           10  2016-05-24           1234.0
12           11  2016-05-23           1172.0
13           12  2016-05-22           1294.0
14           13  2016-05-20            392.0
15           14  2016-05-19            913.0
16           15  2016-05-18            916.0
17           16  2015-11-04            663.0
18           17  2015-11-03            665.0
19           18  2014-11-26            698.0
20           19  2014-11-25            698.0
21           20  2014-07-24            698.0
22           21  2014-07-23            698.0
23           22  2014-07-22            699.0
24           23  2014-07-21            698.0
25           24  2014-07-20            697.0
26           25  2014-07-19            697.0
27           26  2014-07-18            697.0
28           27  2014-07-17            697.0
29           28  2014-07-16            697.0
..          ...         ...              ...
88           87  2014-05-23            473.0
89           88  2014-05-22            473.0
90           89  2014-05-21            450.0
91           90  2014-05-20            472.0
92           91  2014-05-19            472.0
93           92  2014-05-18            472.0
94           93  2014-05-17            472.0
95           94  2014-05-16            472.0
96           95  2014-05-15            472.0
97           96  2014-05-14            471.0
98           97  2014-05-12            472.0
99           98  2014-05-11            473.0
100          99  2014-05-10            473.0
101         100  2014-05-09            604.0
102         101  2014-05-08            604.0
103         102  2014-05-07            602.0
104         103  2014-05-06            602.0
105         104  2014-05-02            602.0
106         105  2014-05-01            600.0
107         106  2014-04-30            600.0
108         107  2014-04-28            578.0
109         108  2014-04-27            568.0
110         109  2014-04-26            580.0
111         110  2014-04-25            580.0
112         111  2014-04-24            586.0
113         112  2014-04-23            605.0
114         113  2014-04-22            653.0
115         114  2014-04-17            653.0
116         115  2014-04-16            651.0
117         116  2014-04-15            651.0

[118 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-05           1160.0
1             0  2016-06-04            927.0
2             1  2016-06-03           1120.0
3             2  2016-06-02           1171.0
4             3  2016-06-01           1173.0
5             4  2016-05-31           1362.0
6             5  2016-05-30           1317.0
7             6  2016-05-29           1302.0
8             7  2016-05-28           1304.0
9             8  2016-05-27           1436.0
10            9  2016-05-26            325.0
11           10  2016-05-25           1429.0
12           11  2016-05-24           1234.0
13           12  2016-05-23           1172.0
14           13  2016-05-22           1294.0
15           14  2016-05-20            392.0
16           15  2016-05-19            913.0
17           16  2016-05-18            916.0
18           17  2015-11-04            663.0
19           18  2015-11-03            665.0
20           19  2014-11-26            698.0
21           20  2014-11-25            698.0
22           21  2014-07-24            698.0
23           22  2014-07-23            698.0
24           23  2014-07-22            699.0
25           24  2014-07-21            698.0
26           25  2014-07-20            697.0
27           26  2014-07-19            697.0
28           27  2014-07-18            697.0
29           28  2014-07-17            697.0
..          ...         ...              ...
89           88  2014-05-23            473.0
90           89  2014-05-22            473.0
91           90  2014-05-21            450.0
92           91  2014-05-20            472.0
93           92  2014-05-19            472.0
94           93  2014-05-18            472.0
95           94  2014-05-17            472.0
96           95  2014-05-16            472.0
97           96  2014-05-15            472.0
98           97  2014-05-14            471.0
99           98  2014-05-12            472.0
100          99  2014-05-11            473.0
101         100  2014-05-10            473.0
102         101  2014-05-09            604.0
103         102  2014-05-08            604.0
104         103  2014-05-07            602.0
105         104  2014-05-06            602.0
106         105  2014-05-02            602.0
107         106  2014-05-01            600.0
108         107  2014-04-30            600.0
109         108  2014-04-28            578.0
110         109  2014-04-27            568.0
111         110  2014-04-26            580.0
112         111  2014-04-25            580.0
113         112  2014-04-24            586.0
114         113  2014-04-23            605.0
115         114  2014-04-22            653.0
116         115  2014-04-17            653.0
117         116  2014-04-16            651.0
118         117  2014-04-15            651.0

[119 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-06           1160.0
1             0  2016-06-05           1160.0
2             1  2016-06-04            927.0
3             2  2016-06-03           1120.0
4             3  2016-06-02           1171.0
5             4  2016-06-01           1173.0
6             5  2016-05-31           1362.0
7             6  2016-05-30           1317.0
8             7  2016-05-29           1302.0
9             8  2016-05-28           1304.0
10            9  2016-05-27           1436.0
11           10  2016-05-26            325.0
12           11  2016-05-25           1429.0
13           12  2016-05-24           1234.0
14           13  2016-05-23           1172.0
15           14  2016-05-22           1294.0
16           15  2016-05-20            392.0
17           16  2016-05-19            913.0
18           17  2016-05-18            916.0
19           18  2015-11-04            663.0
20           19  2015-11-03            665.0
21           20  2014-11-26            698.0
22           21  2014-11-25            698.0
23           22  2014-07-24            698.0
24           23  2014-07-23            698.0
25           24  2014-07-22            699.0
26           25  2014-07-21            698.0
27           26  2014-07-20            697.0
28           27  2014-07-19            697.0
29           28  2014-07-18            697.0
..          ...         ...              ...
90           89  2014-05-23            473.0
91           90  2014-05-22            473.0
92           91  2014-05-21            450.0
93           92  2014-05-20            472.0
94           93  2014-05-19            472.0
95           94  2014-05-18            472.0
96           95  2014-05-17            472.0
97           96  2014-05-16            472.0
98           97  2014-05-15            472.0
99           98  2014-05-14            471.0
100          99  2014-05-12            472.0
101         100  2014-05-11            473.0
102         101  2014-05-10            473.0
103         102  2014-05-09            604.0
104         103  2014-05-08            604.0
105         104  2014-05-07            602.0
106         105  2014-05-06            602.0
107         106  2014-05-02            602.0
108         107  2014-05-01            600.0
109         108  2014-04-30            600.0
110         109  2014-04-28            578.0
111         110  2014-04-27            568.0
112         111  2014-04-26            580.0
113         112  2014-04-25            580.0
114         113  2014-04-24            586.0
115         114  2014-04-23            605.0
116         115  2014-04-22            653.0
117         116  2014-04-17            653.0
118         117  2014-04-16            651.0
119         118  2014-04-15            651.0

[120 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-07            900.0
1             0  2016-06-06           1160.0
2             1  2016-06-05           1160.0
3             2  2016-06-04            927.0
4             3  2016-06-03           1120.0
5             4  2016-06-02           1171.0
6             5  2016-06-01           1173.0
7             6  2016-05-31           1362.0
8             7  2016-05-30           1317.0
9             8  2016-05-29           1302.0
10            9  2016-05-28           1304.0
11           10  2016-05-27           1436.0
12           11  2016-05-26            325.0
13           12  2016-05-25           1429.0
14           13  2016-05-24           1234.0
15           14  2016-05-23           1172.0
16           15  2016-05-22           1294.0
17           16  2016-05-20            392.0
18           17  2016-05-19            913.0
19           18  2016-05-18            916.0
20           19  2015-11-04            663.0
21           20  2015-11-03            665.0
22           21  2014-11-26            698.0
23           22  2014-11-25            698.0
24           23  2014-07-24            698.0
25           24  2014-07-23            698.0
26           25  2014-07-22            699.0
27           26  2014-07-21            698.0
28           27  2014-07-20            697.0
29           28  2014-07-19            697.0
..          ...         ...              ...
91           90  2014-05-23            473.0
92           91  2014-05-22            473.0
93           92  2014-05-21            450.0
94           93  2014-05-20            472.0
95           94  2014-05-19            472.0
96           95  2014-05-18            472.0
97           96  2014-05-17            472.0
98           97  2014-05-16            472.0
99           98  2014-05-15            472.0
100          99  2014-05-14            471.0
101         100  2014-05-12            472.0
102         101  2014-05-11            473.0
103         102  2014-05-10            473.0
104         103  2014-05-09            604.0
105         104  2014-05-08            604.0
106         105  2014-05-07            602.0
107         106  2014-05-06            602.0
108         107  2014-05-02            602.0
109         108  2014-05-01            600.0
110         109  2014-04-30            600.0
111         110  2014-04-28            578.0
112         111  2014-04-27            568.0
113         112  2014-04-26            580.0
114         113  2014-04-25            580.0
115         114  2014-04-24            586.0
116         115  2014-04-23            605.0
117         116  2014-04-22            653.0
118         117  2014-04-17            653.0
119         118  2014-04-16            651.0
120         119  2014-04-15            651.0

[121 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-07            900.0
1             0  2016-06-06           1160.0
2             1  2016-06-05           1160.0
3             2  2016-06-04            927.0
4             3  2016-06-03           1120.0
5             4  2016-06-02           1171.0
6             5  2016-06-01           1173.0
7             6  2016-05-31           1362.0
8             7  2016-05-30           1317.0
9             8  2016-05-29           1302.0
10            9  2016-05-28           1304.0
11           10  2016-05-27           1436.0
12           11  2016-05-26            325.0
13           12  2016-05-25           1429.0
14           13  2016-05-24           1234.0
15           14  2016-05-23           1172.0
16           15  2016-05-22           1294.0
17           16  2016-05-20            392.0
18           17  2016-05-19            913.0
19           18  2016-05-18            916.0
20           19  2015-11-04            663.0
21           20  2015-11-03            665.0
22           21  2014-11-26            698.0
23           22  2014-11-25            698.0
24           23  2014-07-24            698.0
25           24  2014-07-23            698.0
26           25  2014-07-22            699.0
27           26  2014-07-21            698.0
28           27  2014-07-20            697.0
29           28  2014-07-19            697.0
..          ...         ...              ...
91           90  2014-05-23            473.0
92           91  2014-05-22            473.0
93           92  2014-05-21            450.0
94           93  2014-05-20            472.0
95           94  2014-05-19            472.0
96           95  2014-05-18            472.0
97           96  2014-05-17            472.0
98           97  2014-05-16            472.0
99           98  2014-05-15            472.0
100          99  2014-05-14            471.0
101         100  2014-05-12            472.0
102         101  2014-05-11            473.0
103         102  2014-05-10            473.0
104         103  2014-05-09            604.0
105         104  2014-05-08            604.0
106         105  2014-05-07            602.0
107         106  2014-05-06            602.0
108         107  2014-05-02            602.0
109         108  2014-05-01            600.0
110         109  2014-04-30            600.0
111         110  2014-04-28            578.0
112         111  2014-04-27            568.0
113         112  2014-04-26            580.0
114         113  2014-04-25            580.0
115         114  2014-04-24            586.0
116         115  2014-04-23            605.0
117         116  2014-04-22            653.0
118         117  2014-04-17            653.0
119         118  2014-04-16            651.0
120         119  2014-04-15            651.0

[121 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-09           1431.0
1             0  2016-06-07            900.0
2             1  2016-06-06           1160.0
3             2  2016-06-05           1160.0
4             3  2016-06-04            927.0
5             4  2016-06-03           1120.0
6             5  2016-06-02           1171.0
7             6  2016-06-01           1173.0
8             7  2016-05-31           1362.0
9             8  2016-05-30           1317.0
10            9  2016-05-29           1302.0
11           10  2016-05-28           1304.0
12           11  2016-05-27           1436.0
13           12  2016-05-26            325.0
14           13  2016-05-25           1429.0
15           14  2016-05-24           1234.0
16           15  2016-05-23           1172.0
17           16  2016-05-22           1294.0
18           17  2016-05-20            392.0
19           18  2016-05-19            913.0
20           19  2016-05-18            916.0
21           20  2015-11-04            663.0
22           21  2015-11-03            665.0
23           22  2014-11-26            698.0
24           23  2014-11-25            698.0
25           24  2014-07-24            698.0
26           25  2014-07-23            698.0
27           26  2014-07-22            699.0
28           27  2014-07-21            698.0
29           28  2014-07-20            697.0
..          ...         ...              ...
92           91  2014-05-23            473.0
93           92  2014-05-22            473.0
94           93  2014-05-21            450.0
95           94  2014-05-20            472.0
96           95  2014-05-19            472.0
97           96  2014-05-18            472.0
98           97  2014-05-17            472.0
99           98  2014-05-16            472.0
100          99  2014-05-15            472.0
101         100  2014-05-14            471.0
102         101  2014-05-12            472.0
103         102  2014-05-11            473.0
104         103  2014-05-10            473.0
105         104  2014-05-09            604.0
106         105  2014-05-08            604.0
107         106  2014-05-07            602.0
108         107  2014-05-06            602.0
109         108  2014-05-02            602.0
110         109  2014-05-01            600.0
111         110  2014-04-30            600.0
112         111  2014-04-28            578.0
113         112  2014-04-27            568.0
114         113  2014-04-26            580.0
115         114  2014-04-25            580.0
116         115  2014-04-24            586.0
117         116  2014-04-23            605.0
118         117  2014-04-22            653.0
119         118  2014-04-17            653.0
120         119  2014-04-16            651.0
121         120  2014-04-15            651.0

[122 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-09           1431.0
1             0  2016-06-07            900.0
2             1  2016-06-06           1160.0
3             2  2016-06-05           1160.0
4             3  2016-06-04            927.0
5             4  2016-06-03           1120.0
6             5  2016-06-02           1171.0
7             6  2016-06-01           1173.0
8             7  2016-05-31           1362.0
9             8  2016-05-30           1317.0
10            9  2016-05-29           1302.0
11           10  2016-05-28           1304.0
12           11  2016-05-27           1436.0
13           12  2016-05-26            325.0
14           13  2016-05-25           1429.0
15           14  2016-05-24           1234.0
16           15  2016-05-23           1172.0
17           16  2016-05-22           1294.0
18           17  2016-05-20            392.0
19           18  2016-05-19            913.0
20           19  2016-05-18            916.0
21           20  2015-11-04            663.0
22           21  2015-11-03            665.0
23           22  2014-11-26            698.0
24           23  2014-11-25            698.0
25           24  2014-07-24            698.0
26           25  2014-07-23            698.0
27           26  2014-07-22            699.0
28           27  2014-07-21            698.0
29           28  2014-07-20            697.0
..          ...         ...              ...
92           91  2014-05-23            473.0
93           92  2014-05-22            473.0
94           93  2014-05-21            450.0
95           94  2014-05-20            472.0
96           95  2014-05-19            472.0
97           96  2014-05-18            472.0
98           97  2014-05-17            472.0
99           98  2014-05-16            472.0
100          99  2014-05-15            472.0
101         100  2014-05-14            471.0
102         101  2014-05-12            472.0
103         102  2014-05-11            473.0
104         103  2014-05-10            473.0
105         104  2014-05-09            604.0
106         105  2014-05-08            604.0
107         106  2014-05-07            602.0
108         107  2014-05-06            602.0
109         108  2014-05-02            602.0
110         109  2014-05-01            600.0
111         110  2014-04-30            600.0
112         111  2014-04-28            578.0
113         112  2014-04-27            568.0
114         113  2014-04-26            580.0
115         114  2014-04-25            580.0
116         115  2014-04-24            586.0
117         116  2014-04-23            605.0
118         117  2014-04-22            653.0
119         118  2014-04-17            653.0
120         119  2014-04-16            651.0
121         120  2014-04-15            651.0

[122 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-11           1436.0
1             0  2016-06-09           1431.0
2             1  2016-06-07            900.0
3             2  2016-06-06           1160.0
4             3  2016-06-05           1160.0
5             4  2016-06-04            927.0
6             5  2016-06-03           1120.0
7             6  2016-06-02           1171.0
8             7  2016-06-01           1173.0
9             8  2016-05-31           1362.0
10            9  2016-05-30           1317.0
11           10  2016-05-29           1302.0
12           11  2016-05-28           1304.0
13           12  2016-05-27           1436.0
14           13  2016-05-26            325.0
15           14  2016-05-25           1429.0
16           15  2016-05-24           1234.0
17           16  2016-05-23           1172.0
18           17  2016-05-22           1294.0
19           18  2016-05-20            392.0
20           19  2016-05-19            913.0
21           20  2016-05-18            916.0
22           21  2015-11-04            663.0
23           22  2015-11-03            665.0
24           23  2014-11-26            698.0
25           24  2014-11-25            698.0
26           25  2014-07-24            698.0
27           26  2014-07-23            698.0
28           27  2014-07-22            699.0
29           28  2014-07-21            698.0
..          ...         ...              ...
93           92  2014-05-23            473.0
94           93  2014-05-22            473.0
95           94  2014-05-21            450.0
96           95  2014-05-20            472.0
97           96  2014-05-19            472.0
98           97  2014-05-18            472.0
99           98  2014-05-17            472.0
100          99  2014-05-16            472.0
101         100  2014-05-15            472.0
102         101  2014-05-14            471.0
103         102  2014-05-12            472.0
104         103  2014-05-11            473.0
105         104  2014-05-10            473.0
106         105  2014-05-09            604.0
107         106  2014-05-08            604.0
108         107  2014-05-07            602.0
109         108  2014-05-06            602.0
110         109  2014-05-02            602.0
111         110  2014-05-01            600.0
112         111  2014-04-30            600.0
113         112  2014-04-28            578.0
114         113  2014-04-27            568.0
115         114  2014-04-26            580.0
116         115  2014-04-25            580.0
117         116  2014-04-24            586.0
118         117  2014-04-23            605.0
119         118  2014-04-22            653.0
120         119  2014-04-17            653.0
121         120  2014-04-16            651.0
122         121  2014-04-15            651.0

[123 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-12           1396.0
1             0  2016-06-11           1436.0
2             1  2016-06-09           1431.0
3             2  2016-06-07            900.0
4             3  2016-06-06           1160.0
5             4  2016-06-05           1160.0
6             5  2016-06-04            927.0
7             6  2016-06-03           1120.0
8             7  2016-06-02           1171.0
9             8  2016-06-01           1173.0
10            9  2016-05-31           1362.0
11           10  2016-05-30           1317.0
12           11  2016-05-29           1302.0
13           12  2016-05-28           1304.0
14           13  2016-05-27           1436.0
15           14  2016-05-26            325.0
16           15  2016-05-25           1429.0
17           16  2016-05-24           1234.0
18           17  2016-05-23           1172.0
19           18  2016-05-22           1294.0
20           19  2016-05-20            392.0
21           20  2016-05-19            913.0
22           21  2016-05-18            916.0
23           22  2015-11-04            663.0
24           23  2015-11-03            665.0
25           24  2014-11-26            698.0
26           25  2014-11-25            698.0
27           26  2014-07-24            698.0
28           27  2014-07-23            698.0
29           28  2014-07-22            699.0
..          ...         ...              ...
94           93  2014-05-23            473.0
95           94  2014-05-22            473.0
96           95  2014-05-21            450.0
97           96  2014-05-20            472.0
98           97  2014-05-19            472.0
99           98  2014-05-18            472.0
100          99  2014-05-17            472.0
101         100  2014-05-16            472.0
102         101  2014-05-15            472.0
103         102  2014-05-14            471.0
104         103  2014-05-12            472.0
105         104  2014-05-11            473.0
106         105  2014-05-10            473.0
107         106  2014-05-09            604.0
108         107  2014-05-08            604.0
109         108  2014-05-07            602.0
110         109  2014-05-06            602.0
111         110  2014-05-02            602.0
112         111  2014-05-01            600.0
113         112  2014-04-30            600.0
114         113  2014-04-28            578.0
115         114  2014-04-27            568.0
116         115  2014-04-26            580.0
117         116  2014-04-25            580.0
118         117  2014-04-24            586.0
119         118  2014-04-23            605.0
120         119  2014-04-22            653.0
121         120  2014-04-17            653.0
122         121  2014-04-16            651.0
123         122  2014-04-15            651.0

[124 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-13           1431.0
1             0  2016-06-12           1396.0
2             1  2016-06-11           1436.0
3             2  2016-06-09           1431.0
4             3  2016-06-07            900.0
5             4  2016-06-06           1160.0
6             5  2016-06-05           1160.0
7             6  2016-06-04            927.0
8             7  2016-06-03           1120.0
9             8  2016-06-02           1171.0
10            9  2016-06-01           1173.0
11           10  2016-05-31           1362.0
12           11  2016-05-30           1317.0
13           12  2016-05-29           1302.0
14           13  2016-05-28           1304.0
15           14  2016-05-27           1436.0
16           15  2016-05-26            325.0
17           16  2016-05-25           1429.0
18           17  2016-05-24           1234.0
19           18  2016-05-23           1172.0
20           19  2016-05-22           1294.0
21           20  2016-05-20            392.0
22           21  2016-05-19            913.0
23           22  2016-05-18            916.0
24           23  2015-11-04            663.0
25           24  2015-11-03            665.0
26           25  2014-11-26            698.0
27           26  2014-11-25            698.0
28           27  2014-07-24            698.0
29           28  2014-07-23            698.0
..          ...         ...              ...
95           94  2014-05-23            473.0
96           95  2014-05-22            473.0
97           96  2014-05-21            450.0
98           97  2014-05-20            472.0
99           98  2014-05-19            472.0
100          99  2014-05-18            472.0
101         100  2014-05-17            472.0
102         101  2014-05-16            472.0
103         102  2014-05-15            472.0
104         103  2014-05-14            471.0
105         104  2014-05-12            472.0
106         105  2014-05-11            473.0
107         106  2014-05-10            473.0
108         107  2014-05-09            604.0
109         108  2014-05-08            604.0
110         109  2014-05-07            602.0
111         110  2014-05-06            602.0
112         111  2014-05-02            602.0
113         112  2014-05-01            600.0
114         113  2014-04-30            600.0
115         114  2014-04-28            578.0
116         115  2014-04-27            568.0
117         116  2014-04-26            580.0
118         117  2014-04-25            580.0
119         118  2014-04-24            586.0
120         119  2014-04-23            605.0
121         120  2014-04-22            653.0
122         121  2014-04-17            653.0
123         122  2014-04-16            651.0
124         123  2014-04-15            651.0

[125 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-14           1169.0
1             0  2016-06-13           1431.0
2             1  2016-06-12           1396.0
3             2  2016-06-11           1436.0
4             3  2016-06-09           1431.0
5             4  2016-06-07            900.0
6             5  2016-06-06           1160.0
7             6  2016-06-05           1160.0
8             7  2016-06-04            927.0
9             8  2016-06-03           1120.0
10            9  2016-06-02           1171.0
11           10  2016-06-01           1173.0
12           11  2016-05-31           1362.0
13           12  2016-05-30           1317.0
14           13  2016-05-29           1302.0
15           14  2016-05-28           1304.0
16           15  2016-05-27           1436.0
17           16  2016-05-26            325.0
18           17  2016-05-25           1429.0
19           18  2016-05-24           1234.0
20           19  2016-05-23           1172.0
21           20  2016-05-22           1294.0
22           21  2016-05-20            392.0
23           22  2016-05-19            913.0
24           23  2016-05-18            916.0
25           24  2015-11-04            663.0
26           25  2015-11-03            665.0
27           26  2014-11-26            698.0
28           27  2014-11-25            698.0
29           28  2014-07-24            698.0
..          ...         ...              ...
96           95  2014-05-23            473.0
97           96  2014-05-22            473.0
98           97  2014-05-21            450.0
99           98  2014-05-20            472.0
100          99  2014-05-19            472.0
101         100  2014-05-18            472.0
102         101  2014-05-17            472.0
103         102  2014-05-16            472.0
104         103  2014-05-15            472.0
105         104  2014-05-14            471.0
106         105  2014-05-12            472.0
107         106  2014-05-11            473.0
108         107  2014-05-10            473.0
109         108  2014-05-09            604.0
110         109  2014-05-08            604.0
111         110  2014-05-07            602.0
112         111  2014-05-06            602.0
113         112  2014-05-02            602.0
114         113  2014-05-01            600.0
115         114  2014-04-30            600.0
116         115  2014-04-28            578.0
117         116  2014-04-27            568.0
118         117  2014-04-26            580.0
119         118  2014-04-25            580.0
120         119  2014-04-24            586.0
121         120  2014-04-23            605.0
122         121  2014-04-22            653.0
123         122  2014-04-17            653.0
124         123  2014-04-16            651.0
125         124  2014-04-15            651.0

[126 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-15           1448.0
1             0  2016-06-14           1169.0
2             1  2016-06-13           1431.0
3             2  2016-06-12           1396.0
4             3  2016-06-11           1436.0
5             4  2016-06-09           1431.0
6             5  2016-06-07            900.0
7             6  2016-06-06           1160.0
8             7  2016-06-05           1160.0
9             8  2016-06-04            927.0
10            9  2016-06-03           1120.0
11           10  2016-06-02           1171.0
12           11  2016-06-01           1173.0
13           12  2016-05-31           1362.0
14           13  2016-05-30           1317.0
15           14  2016-05-29           1302.0
16           15  2016-05-28           1304.0
17           16  2016-05-27           1436.0
18           17  2016-05-26            325.0
19           18  2016-05-25           1429.0
20           19  2016-05-24           1234.0
21           20  2016-05-23           1172.0
22           21  2016-05-22           1294.0
23           22  2016-05-20            392.0
24           23  2016-05-19            913.0
25           24  2016-05-18            916.0
26           25  2015-11-04            663.0
27           26  2015-11-03            665.0
28           27  2014-11-26            698.0
29           28  2014-11-25            698.0
..          ...         ...              ...
97           96  2014-05-23            473.0
98           97  2014-05-22            473.0
99           98  2014-05-21            450.0
100          99  2014-05-20            472.0
101         100  2014-05-19            472.0
102         101  2014-05-18            472.0
103         102  2014-05-17            472.0
104         103  2014-05-16            472.0
105         104  2014-05-15            472.0
106         105  2014-05-14            471.0
107         106  2014-05-12            472.0
108         107  2014-05-11            473.0
109         108  2014-05-10            473.0
110         109  2014-05-09            604.0
111         110  2014-05-08            604.0
112         111  2014-05-07            602.0
113         112  2014-05-06            602.0
114         113  2014-05-02            602.0
115         114  2014-05-01            600.0
116         115  2014-04-30            600.0
117         116  2014-04-28            578.0
118         117  2014-04-27            568.0
119         118  2014-04-26            580.0
120         119  2014-04-25            580.0
121         120  2014-04-24            586.0
122         121  2014-04-23            605.0
123         122  2014-04-22            653.0
124         123  2014-04-17            653.0
125         124  2014-04-16            651.0
126         125  2014-04-15            651.0

[127 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-16           1448.0
1             0  2016-06-15           1448.0
2             1  2016-06-14           1169.0
3             2  2016-06-13           1431.0
4             3  2016-06-12           1396.0
5             4  2016-06-11           1436.0
6             5  2016-06-09           1431.0
7             6  2016-06-07            900.0
8             7  2016-06-06           1160.0
9             8  2016-06-05           1160.0
10            9  2016-06-04            927.0
11           10  2016-06-03           1120.0
12           11  2016-06-02           1171.0
13           12  2016-06-01           1173.0
14           13  2016-05-31           1362.0
15           14  2016-05-30           1317.0
16           15  2016-05-29           1302.0
17           16  2016-05-28           1304.0
18           17  2016-05-27           1436.0
19           18  2016-05-26            325.0
20           19  2016-05-25           1429.0
21           20  2016-05-24           1234.0
22           21  2016-05-23           1172.0
23           22  2016-05-22           1294.0
24           23  2016-05-20            392.0
25           24  2016-05-19            913.0
26           25  2016-05-18            916.0
27           26  2015-11-04            663.0
28           27  2015-11-03            665.0
29           28  2014-11-26            698.0
..          ...         ...              ...
98           97  2014-05-23            473.0
99           98  2014-05-22            473.0
100          99  2014-05-21            450.0
101         100  2014-05-20            472.0
102         101  2014-05-19            472.0
103         102  2014-05-18            472.0
104         103  2014-05-17            472.0
105         104  2014-05-16            472.0
106         105  2014-05-15            472.0
107         106  2014-05-14            471.0
108         107  2014-05-12            472.0
109         108  2014-05-11            473.0
110         109  2014-05-10            473.0
111         110  2014-05-09            604.0
112         111  2014-05-08            604.0
113         112  2014-05-07            602.0
114         113  2014-05-06            602.0
115         114  2014-05-02            602.0
116         115  2014-05-01            600.0
117         116  2014-04-30            600.0
118         117  2014-04-28            578.0
119         118  2014-04-27            568.0
120         119  2014-04-26            580.0
121         120  2014-04-25            580.0
122         121  2014-04-24            586.0
123         122  2014-04-23            605.0
124         123  2014-04-22            653.0
125         124  2014-04-17            653.0
126         125  2014-04-16            651.0
127         126  2014-04-15            651.0

[128 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-17           1456.0
1             0  2016-06-16           1448.0
2             1  2016-06-15           1448.0
3             2  2016-06-14           1169.0
4             3  2016-06-13           1431.0
5             4  2016-06-12           1396.0
6             5  2016-06-11           1436.0
7             6  2016-06-09           1431.0
8             7  2016-06-07            900.0
9             8  2016-06-06           1160.0
10            9  2016-06-05           1160.0
11           10  2016-06-04            927.0
12           11  2016-06-03           1120.0
13           12  2016-06-02           1171.0
14           13  2016-06-01           1173.0
15           14  2016-05-31           1362.0
16           15  2016-05-30           1317.0
17           16  2016-05-29           1302.0
18           17  2016-05-28           1304.0
19           18  2016-05-27           1436.0
20           19  2016-05-26            325.0
21           20  2016-05-25           1429.0
22           21  2016-05-24           1234.0
23           22  2016-05-23           1172.0
24           23  2016-05-22           1294.0
25           24  2016-05-20            392.0
26           25  2016-05-19            913.0
27           26  2016-05-18            916.0
28           27  2015-11-04            663.0
29           28  2015-11-03            665.0
..          ...         ...              ...
99           98  2014-05-23            473.0
100          99  2014-05-22            473.0
101         100  2014-05-21            450.0
102         101  2014-05-20            472.0
103         102  2014-05-19            472.0
104         103  2014-05-18            472.0
105         104  2014-05-17            472.0
106         105  2014-05-16            472.0
107         106  2014-05-15            472.0
108         107  2014-05-14            471.0
109         108  2014-05-12            472.0
110         109  2014-05-11            473.0
111         110  2014-05-10            473.0
112         111  2014-05-09            604.0
113         112  2014-05-08            604.0
114         113  2014-05-07            602.0
115         114  2014-05-06            602.0
116         115  2014-05-02            602.0
117         116  2014-05-01            600.0
118         117  2014-04-30            600.0
119         118  2014-04-28            578.0
120         119  2014-04-27            568.0
121         120  2014-04-26            580.0
122         121  2014-04-25            580.0
123         122  2014-04-24            586.0
124         123  2014-04-23            605.0
125         124  2014-04-22            653.0
126         125  2014-04-17            653.0
127         126  2014-04-16            651.0
128         127  2014-04-15            651.0

[129 rows x 3 columns]
rb test      Unnamed: 0        date  waitroses_count
0             0  2016-06-18           1264.0
1             0  2016-06-17           1456.0
2             1  2016-06-16           1448.0
3             2  2016-06-15           1448.0
4             3  2016-06-14           1169.0
5             4  2016-06-13           1431.0
6             5  2016-06-12           1396.0
7             6  2016-06-11           1436.0
8             7  2016-06-09           1431.0
9             8  2016-06-07            900.0
10            9  2016-06-06           1160.0
11           10  2016-06-05           1160.0
12           11  2016-06-04            927.0
13           12  2016-06-03           1120.0
14           13  2016-06-02           1171.0
15           14  2016-06-01           1173.0
16           15  2016-05-31           1362.0
17           16  2016-05-30           1317.0
18           17  2016-05-29           1302.0
19           18  2016-05-28           1304.0
20           19  2016-05-27           1436.0
21           20  2016-05-26            325.0
22           21  2016-05-25           1429.0
23           22  2016-05-24           1234.0
24           23  2016-05-23           1172.0
25           24  2016-05-22           1294.0
26           25  2016-05-20            392.0
27           26  2016-05-19            913.0
28           27  2016-05-18            916.0
29           28  2015-11-04            663.0
..          ...         ...              ...
100          99  2014-05-23            473.0
101         100  2014-05-22            473.0
102         101  2014-05-21            450.0
103         102  2014-05-20            472.0
104         103  2014-05-19            472.0
105         104  2014-05-18            472.0
106         105  2014-05-17            472.0
107         106  2014-05-16            472.0
108         107  2014-05-15            472.0
